,image_name,see_throughness,glossiness,softness,glow,density,label
0,palmivory4,1,4,4,2,5,1
1,soywax2,1,5,3,1,6,1
2,grapefruit5,1,3,3,1,5,0
3,soapBB,1,2,1,2,6,1
4,bun3,4,1,3,2,1,0
5,JellyMooncake6,2,5,1,2,5,1
6,caramelcandy5,1,3,2,2,6,1
7,greencrystal,1,1,1,1,2,1
8,bronze1,1,2,1,1,6,1
9,selenite2,2,1,1,2,6,0
10,shrimp1,1,1,1,1,3,1
11,quartz10BB,2,5,1,2,6,0
12,ivory1,1,1,1,1,6,1
13,colorsoap2,1,1,1,1,6,1
14,wax14,1,1,2,2,5,1
15,peachslice2,1,1,2,1,5,1
16,yellowstone6BB,2,3,1,2,5,1
17,snowball3,1,1,2,1,3,1
18,quartz3,1,3,1,2,6,1
19,caviar2,5,4,4,3,1,0
20,glasscup1,6,6,1,2,2,0
21,resin3,2,1,2,1,4,1
22,PearlOnion2,1,2,1,1,5,1
23,sugarcube4,1,1,2,1,5,1
24,greensoap1,1,2,2,2,5,1
25,lightbulb1,3,2,2,2,1,0
26,soap7,1,1,2,1,5,1
27,dougao3,2,2,3,2,3,1
28,peeledlemon3,1,1,2,1,4,1
29,wax13,2,2,1,1,4,0
30,metal14,1,1,2,2,5,0
31,sweetpotato1,1,1,1,1,6,1
32,ice6,1,2,1,1,6,0
33,baozi2,1,1,4,1,1,1
34,glycerin4,2,2,2,1,4,1
35,mangojelly5,2,2,2,1,3,1
36,egg7,2,2,3,2,4,1
37,mochi17,1,1,1,1,6,1
38,fishmeat7,1,2,1,1,4,1
39,turnipslice2,1,1,1,1,6,1
40,plasticgear1,1,3,2,1,4,1
41,cream4,1,1,6,1,2,1
42,tuna2,1,2,1,1,6,1
43,ice2,1,1,1,1,4,1
44,marshmallow5,1,1,3,1,2,1
45,fishmeat6,3,3,1,1,4,1
46,lemonwedge4,1,2,2,1,4,1
47,choppedpotato3,1,2,1,1,5,1
48,keycap2,1,2,1,2,4,0
49,persimmon1,1,4,1,1,4,1
50,peeledpeach2,1,4,3,1,3,1
51,tarsoap2,1,1,1,1,6,1
52,DragonfruitJelly2,1,2,2,3,4,1
53,tuna11,1,1,1,2,5,1
54,steelcube,1,2,1,1,6,1
55,cantaloupe1,1,1,3,1,3,1
56,concrete2,1,1,2,1,5,1
57,tofu6,1,2,2,1,4,1
58,towel3,1,1,6,1,2,1
59,copperBB,1,1,1,1,6,1
60,pickle1,1,2,1,1,5,1
61,ice5,1,3,3,1,3,1
62,sweetpotato3,1,1,1,1,6,1
63,GlycerinSoap3,1,2,1,1,5,1
64,quartz77,1,2,1,2,6,0
65,DriedCantaloupe4,1,2,3,2,4,1
66,marblestatue2,1,1,2,1,5,1
67,honeydew2,1,2,2,1,4,1
68,tire1,1,1,1,1,6,1
69,tulumba1,1,2,1,1,3,0
70,meat10,1,1,1,1,6,0
71,cocoon2,1,1,2,2,3,1
72,mochi13,1,3,3,3,4,1
73,pineapple5,1,1,1,2,4,1
74,tuna10BB,1,1,1,2,6,1
75,honeycomb4,1,6,1,1,3,0
76,peeledpeach1,1,5,3,1,3,0
77,ceramic3,1,3,1,1,6,1
78,honeysoap1,1,2,1,1,4,1
79,snowbow2,1,1,2,1,3,1
80,kiwi7,1,3,3,1,4,1
81,onion1,1,2,1,2,4,1
82,yellowsoap1,1,1,1,2,4,1
83,olivesoap1,1,2,1,1,6,1
84,eraser3,1,1,2,1,3,1
85,dumpling3,1,2,2,1,4,1
86,wax2,1,2,1,1,5,1
87,peeledorange3,1,1,1,1,1,1
88,resin2,2,2,1,1,6,1
89,salmon5,1,2,1,1,4,1
90,selenite3,1,1,1,3,6,0
91,gummi30,4,3,1,1,3,0
92,marzipan3,1,1,2,2,4,1
93,glasschess1,6,2,1,5,4,0
94,orangewedge5,3,3,2,3,5,0
95,peeledpumkin4,1,1,1,1,4,1
96,dragonfruit7,1,4,3,1,3,0
97,beewax12,1,2,1,1,4,1
98,fluorite1,6,4,1,1,6,0
99,bronzehead,2,2,1,1,5,1
100,beewax8,1,2,1,1,4,1
101,egg6,1,1,4,1,4,1
102,jade11,1,1,2,1,4,1
103,cheesewaxBB,1,1,1,1,6,1
104,lucitefruit3,2,1,1,2,3,0
105,bluejelly,1,2,1,1,5,1
106,tulumba4,1,3,2,1,3,1
107,eggyolk8,1,6,1,1,2,1
108,caramelcandy1,1,3,1,1,4,0
109,lucitefruit1,5,6,1,1,5,0
110,frostedglass2,2,1,2,2,4,1
111,brownrock,1,1,1,1,6,1
112,dragonfruit4,1,2,2,1,4,0
113,toy1,1,1,3,3,4,1
114,toy2BB,1,1,1,1,5,1
115,marshmallow2,1,1,6,1,1,1
116,maripan1,1,1,3,1,4,1
117,tarsoap1,1,1,1,1,6,1
118,mochi11,1,1,4,1,4,1
119,wood14,1,1,1,1,6,1
120,frostedglass3,2,1,1,3,3,1
121,Scallops3,1,4,3,1,4,0
122,carrotslice1,1,1,1,1,3,1
123,JellyMooncake1,3,6,1,1,2,0
124,meat1BB,1,1,1,1,6,1
125,cheese7,1,2,4,1,6,1
126,ambersoap,1,3,1,1,6,0
127,honeycomb3,2,2,1,1,3,0
128,cheesekeycap,1,4,1,1,3,1
129,marble3,1,1,1,1,6,1
130,SlicedBanana2,1,2,3,1,2,1
131,waxcube3,1,1,1,1,4,1
132,mantou1,1,1,6,1,3,1
133,fudge4,1,1,1,1,1,1
134,raspberry3,1,4,2,1,3,1
135,butter1,1,1,4,1,3,1
136,tofu2,1,3,2,1,3,1
137,hamslice2,1,2,1,1,6,1
138,bearBB,5,5,4,1,3,0
139,cheesewax4,1,1,1,1,5,1
140,avacado6,1,1,5,2,3,1
141,ivory2,1,1,1,2,6,1
142,jello2,3,3,3,1,3,1
143,quartz64,1,6,1,1,6,0
144,turnipslice1,1,1,2,2,3,0
145,pot3,1,1,1,1,6,1
146,palmivory3,1,3,2,1,2,1
147,soap3BB,1,1,1,1,5,1
148,clay11,1,1,1,1,6,1
149,whitejade3,1,5,1,1,5,1
150,beewax7,1,2,1,1,5,1
151,jade12,1,4,1,1,5,1
152,mangojelly3,1,3,1,1,4,0
153,marble1,1,4,1,1,6,1
154,glasschess3,6,5,1,1,4,0
155,jade5BB,1,4,1,1,5,0
156,beewax9,1,1,1,1,4,0
157,cheese12,1,1,3,1,4,1
158,seashell6,1,1,1,1,6,1
159,bowl1,1,3,1,1,5,1
160,tofu7,1,2,1,1,5,0
161,cheesecake4,1,2,1,1,5,0
162,peeledpumkin2,1,6,3,1,3,1
163,beewax4,1,2,1,1,4,1
164,metal17,1,2,1,1,6,1
165,icecream1,1,1,1,1,6,1
166,fishmeat1,1,1,4,1,4,1
167,PinkWax2,1,3,1,1,4,1
168,honeycandy2,2,2,1,1,3,1
169,metal8,1,1,1,1,4,1
170,pearl4,1,1,1,4,3,1
171,fluorite2,5,2,1,1,4,1
172,sulfursoap1,1,1,1,1,2,1
173,tuna4BB,1,2,1,1,4,1
174,cheesewax5,1,1,1,1,6,1
175,woodcube1,1,1,1,1,6,0
176,salmon3,1,1,3,1,3,1
177,jade13,1,6,1,1,6,0
178,sulfursoap2,1,1,1,1,4,1
179,fluorite4,2,1,1,3,5,0
180,sponge1,1,1,6,1,2,1
181,urethane1,1,1,1,1,6,1
182,resincube1,4,6,3,2,2,0
183,cheese16,1,1,3,1,5,1
184,beeswax1,1,1,1,1,6,1
185,cheese8,1,1,3,1,3,1
186,orangewedge1,4,4,2,1,3,1
187,pomegranate2,1,6,1,1,3,1
188,fishmeat5,1,1,2,1,4,1
189,glasschess2,4,1,1,3,4,1
190,rmeat3BB,1,1,1,1,5,1
191,sugarcube5,1,2,2,1,5,1
192,waxcube1,1,2,1,1,5,1
193,beewax6,1,1,1,2,5,0
194,meat5BB,2,6,3,2,2,1
195,sugarcube2,1,1,1,1,6,1
196,dougao1,1,5,2,1,3,1
197,mochi8,1,2,1,1,3,1
198,GlycerinSoap2,2,5,1,1,4,1
199,limesoap1,1,1,1,1,6,1
200,meat3BB,1,2,2,1,5,1
201,copper3,1,1,1,1,6,0
202,glycerin6,2,1,1,2,4,1
203,egg5,1,3,2,2,3,0
204,beeswax3,1,3,1,1,4,1
205,wax4BB,2,6,1,1,4,1
206,tofu3,1,1,3,1,3,1
207,kiwi2,1,4,2,1,4,1
208,bread2,1,1,4,1,1,1
209,JellyMooncake5,3,5,1,2,5,0
210,seashell4,1,2,1,1,6,1
211,clay12,1,1,1,1,6,1
212,crystal3,3,3,1,1,6,0
213,watermelonchunk2,1,2,3,1,4,0
214,butter4,1,1,4,1,5,1
215,icecream5,1,1,5,1,3,1
216,dougao4,1,3,2,1,2,1
217,cheese14,1,1,1,1,4,1
218,brick12,1,1,1,1,6,1
219,honey1,1,2,1,1,4,1
220,quartz80,2,4,1,1,6,1
221,botryoidal1,1,1,2,2,3,1
222,rockcandy1,4,4,1,1,4,0
223,mochi1,1,1,2,3,3,1
224,wax3,1,1,2,2,1,1
225,cantaloupe3,1,3,2,1,3,1
226,spinach3,1,1,1,1,1,1
227,peeledlemon2,1,2,2,1,3,1
228,bowl6,1,1,1,1,2,1
229,strand1,1,1,1,1,2,1
230,metal13,1,2,1,1,5,1
231,mangojelly1,2,2,2,1,2,1
232,peeledlemon5,1,3,2,1,3,1
233,fluorite7,2,3,2,2,3,1
234,greenston2,4,2,2,2,3,1
235,cucumberslice2,1,1,2,1,3,1
236,PearlOnion3,1,3,1,1,3,1
237,onion4,1,1,1,2,3,1
238,pomegranate1,1,2,1,2,3,0
239,stickytoy1,2,4,2,1,5,0
240,fluorite6,2,5,1,1,5,1
241,cheese3,3,1,2,2,4,1
242,tofu5,1,3,2,1,4,1
243,cookie3,1,1,2,1,3,1
244,pineapple2,1,2,2,1,3,1
245,strawberry2,1,1,2,1,4,1
246,cookie2,1,1,1,1,5,1
247,grapefruit4,1,4,3,1,3,1
248,plastic1BB,2,2,1,1,5,0
249,fudge2,1,2,3,1,3,1
250,DriedCantaloupe3,1,2,1,1,4,1
251,soywax4,1,2,1,1,6,1
252,chocolate13,1,1,1,1,6,1
253,meat4BB,1,3,1,1,4,1
254,granite2,1,1,1,1,4,1
255,rockcandy2,2,4,1,1,4,0
256,cup14BB,1,1,1,1,2,1
257,jello5,3,2,2,1,2,1
258,greenstone1,3,5,2,2,2,0
259,soap8,1,3,1,1,4,1
260,fudge5,1,1,2,3,4,0
261,DragonfruitJelly1,2,6,3,1,2,0
262,choppedpotato2,1,2,1,1,4,1
263,pickleslice1,1,2,1,1,2,1
264,Angel3,2,2,1,2,3,0
265,palmivory1,1,3,1,2,6,1
266,rubber7,1,1,6,1,3,1
267,bluefluorite1,3,5,1,3,5,0
268,orange7,1,3,1,2,5,1
269,quartz54,1,4,1,2,6,0
270,pearl1,1,3,1,2,4,0
271,limeslice1,1,5,3,1,3,1
272,peeledorange1,1,2,2,1,4,1
273,cup4BB,1,2,1,1,3,1
274,glycerin5,2,1,1,2,4,0
275,frostedglass1,2,2,2,1,3,1
276,raspberry2,1,2,2,1,3,0
277,sponge2,1,1,3,1,3,1
278,caramelcandy3,1,2,3,1,2,1
279,strawberry1,1,1,1,1,4,1
280,chickennugget3,1,1,1,1,6,0
281,tofu11,1,2,2,1,3,1
282,Scallops2,1,2,2,2,3,1
283,plastic6BB,2,2,2,2,3,0
284,tooth3,1,2,2,1,3,0
285,butter2,1,1,1,2,3,1
286,waffle3,1,1,4,1,5,1
287,jello1,1,1,1,2,4,1
288,limeslice6,1,3,2,1,4,1
289,stone1,1,1,1,2,6,0
290,plastic7BB,1,2,1,1,4,1
291,chalk1,1,1,1,1,6,1
292,cheese11,1,1,2,1,6,1
293,steel3,1,2,1,1,6,0
294,Scallops4,1,2,2,1,3,1
295,persimmon2,1,3,2,1,3,1
296,chalk3,1,1,1,1,6,1
297,botryoidal2,1,2,2,1,4,0
298,colorsoap1,3,4,1,2,4,0
299,gummi29,3,4,2,1,3,0
