,image_name,see_throughness,glossiness,softness,glow,density,label
0,palmivory4,2,3,1,1,5,0
1,soywax2,1,3,1,1,5,0
2,grapefruit5,3,3,6,1,1,0
3,soapBB,1,1,1,1,6,1
4,bun3,2,2,3,1,2,0
5,JellyMooncake6,2,3,5,1,2,0
6,caramelcandy5,1,2,6,1,2,0
7,greencrystal,6,5,1,1,2,0
8,bronze1,1,4,1,1,4,1
9,selenite2,4,4,1,1,4,1
10,shrimp1,5,2,6,1,1,0
11,quartz10BB,4,5,1,1,5,0
12,ivory1,1,1,1,1,4,1
13,colorsoap2,1,4,1,1,6,1
14,wax14,3,4,2,1,3,0
15,peachslice2,3,2,6,1,1,0
16,yellowstone6BB,3,3,2,2,4,0
17,snowball3,2,4,5,2,1,1
18,quartz3,4,4,2,2,5,0
19,caviar2,4,6,6,3,1,0
20,glasscup1,6,6,3,4,3,0
21,resin3,3,4,1,1,6,0
22,PearlOnion2,3,4,3,1,2,1
23,sugarcube4,1,2,3,1,2,1
24,greensoap1,4,3,6,2,2,0
25,lightbulb1,2,4,2,1,5,1
26,soap7,5,3,6,2,2,0
27,dougao3,3,3,6,1,3,1
28,peeledlemon3,4,2,6,2,1,0
29,wax13,4,4,5,1,2,0
30,metal14,2,4,2,1,5,0
31,sweetpotato1,1,3,3,1,4,1
32,ice6,3,5,4,2,3,1
33,baozi2,2,2,6,1,1,0
34,glycerin4,2,2,2,1,3,0
35,mangojelly5,4,2,5,1,2,0
36,egg7,3,4,6,1,1,1
37,mochi17,2,3,3,1,3,1
38,fishmeat7,3,4,2,3,4,1
39,turnipslice2,2,3,1,1,6,0
40,plasticgear1,3,3,4,1,3,1
41,cream4,1,1,6,1,1,1
42,tuna2,3,2,5,1,2,0
43,ice2,3,3,2,1,4,1
44,marshmallow5,1,2,5,1,2,1
45,fishmeat6,5,2,6,1,2,0
46,lemonwedge4,5,4,6,3,2,0
47,choppedpotato3,3,3,5,2,2,0
48,keycap2,3,5,6,2,1,1
49,persimmon1,3,3,4,2,3,0
50,peeledpeach2,3,6,6,2,2,0
51,tarsoap2,1,2,1,1,6,1
52,DragonfruitJelly2,4,5,6,1,1,0
53,tuna11,4,2,6,1,2,0
54,steelcube,1,1,2,1,5,1
55,cantaloupe1,3,2,6,1,1,1
56,concrete2,1,1,2,1,5,1
57,tofu6,2,4,6,1,1,0
58,towel3,3,1,6,1,1,1
59,copperBB,1,1,1,1,6,1
60,pickle1,2,4,6,1,2,1
61,ice5,4,4,6,2,1,0
62,sweetpotato3,2,2,3,1,3,1
63,GlycerinSoap3,3,4,2,1,3,0
64,quartz77,5,5,2,2,3,0
65,DriedCantaloupe4,6,2,6,1,1,0
66,marblestatue2,2,3,2,1,4,1
67,honeydew2,3,3,5,2,2,0
68,tire1,1,1,4,1,3,1
69,tulumba1,3,5,6,2,2,0
70,meat10,3,3,5,2,2,1
71,cocoon2,2,2,4,2,2,1
72,mochi13,2,4,3,2,3,0
73,pineapple5,2,2,5,2,2,1
74,tuna10BB,2,2,5,2,2,1
75,honeycomb4,3,4,3,3,3,0
76,peeledpeach1,2,4,5,2,2,0
77,ceramic3,1,4,2,1,2,1
78,honeysoap1,4,3,1,2,4,0
79,snowbow2,2,3,6,1,1,0
80,kiwi7,2,3,5,1,2,0
81,onion1,2,2,5,1,2,0
82,yellowsoap1,2,2,4,1,3,0
83,olivesoap1,1,2,2,1,5,1
84,eraser3,1,1,2,1,3,1
85,dumpling3,3,2,5,2,2,0
86,wax2,3,3,4,4,3,1
87,peeledorange3,3,3,5,1,2,0
88,resin2,6,4,2,3,3,0
89,salmon5,2,3,5,2,2,1
90,selenite3,2,3,2,2,4,1
91,gummi30,4,4,6,2,2,0
92,marzipan3,2,3,4,1,2,0
93,glasschess1,4,3,2,1,3,0
94,orangewedge5,4,3,5,1,2,0
95,peeledpumkin4,2,2,5,1,2,0
96,dragonfruit7,2,4,5,1,2,0
97,beewax12,2,3,4,1,3,1
98,fluorite1,3,4,3,1,3,0
99,bronzehead,2,4,3,1,4,1
100,beewax8,2,3,4,1,2,0
101,egg6,2,2,4,1,2,1
102,jade11,3,2,3,1,3,0
103,cheesewaxBB,2,2,3,1,4,1
104,lucitefruit3,2,4,3,1,3,1
105,bluejelly,2,3,5,1,4,0
106,tulumba4,2,4,5,1,2,0
107,eggyolk8,3,3,5,1,2,0
108,caramelcandy1,2,4,3,1,3,1
109,lucitefruit1,2,5,3,1,3,0
110,frostedglass2,3,3,2,1,3,0
111,brownrock,5,5,3,2,1,0
112,dragonfruit4,2,3,5,1,2,0
113,toy1,2,3,4,1,2,1
114,toy2BB,2,2,4,1,3,1
115,marshmallow2,1,2,5,1,2,1
116,maripan1,2,2,3,1,3,1
117,tarsoap1,2,2,1,1,5,1
118,mochi11,1,2,3,1,3,1
119,wood14,1,2,2,1,3,1
120,frostedglass3,3,2,3,1,3,0
121,Scallops3,2,3,5,1,2,0
122,carrotslice1,2,2,3,1,3,1
123,JellyMooncake1,5,4,3,2,2,0
124,meat1BB,2,2,5,1,2,1
125,cheese7,2,2,2,1,4,0
126,ambersoap,2,3,2,1,3,0
127,honeycomb3,3,3,2,1,3,0
128,cheesekeycap,2,2,2,1,3,1
129,marble3,2,2,1,1,5,1
130,SlicedBanana2,3,3,2,1,3,0
131,waxcube3,2,2,3,1,3,1
132,mantou1,1,2,5,1,2,1
133,fudge4,1,2,4,1,2,1
134,raspberry3,1,3,4,1,2,0
135,butter1,1,2,4,1,2,1
136,tofu2,1,3,6,1,1,0
137,hamslice2,1,2,2,1,2,1
138,bearBB,2,3,4,1,2,0
139,cheesewax4,1,1,1,1,4,1
140,avacado6,1,2,4,1,2,1
141,ivory2,1,2,2,1,3,1
142,jello2,4,3,3,1,3,0
143,quartz64,4,4,4,1,2,0
144,turnipslice1,1,3,3,1,2,0
145,pot3,1,2,1,1,2,1
146,palmivory3,2,3,4,1,2,0
147,soap3BB,2,2,4,1,3,1
148,clay11,1,2,2,1,4,1
149,whitejade3,2,3,2,1,2,0
150,beewax7,2,3,4,1,3,1
151,jade12,2,4,2,1,3,1
152,mangojelly3,2,2,3,1,2,0
153,marble1,2,3,2,1,4,1
154,glasschess3,5,4,2,1,3,0
155,jade5BB,2,4,2,1,4,0
156,beewax9,2,2,3,1,3,1
157,cheese12,1,2,4,1,2,1
158,seashell6,1,1,2,1,3,1
159,bowl1,1,3,2,1,3,1
160,tofu7,1,2,4,1,2,1
161,cheesecake4,1,1,2,1,2,1
162,peeledpumkin2,2,4,5,1,2,0
163,beewax4,1,2,5,1,2,1
164,metal17,1,5,2,1,6,1
165,icecream1,1,2,2,1,4,1
166,fishmeat1,1,1,5,1,2,1
167,PinkWax2,2,2,3,1,2,0
168,honeycandy2,3,3,3,1,2,0
169,metal8,4,3,3,1,2,1
170,pearl4,2,3,3,1,3,0
171,fluorite2,2,3,2,1,3,0
172,sulfursoap1,2,2,2,1,3,0
173,tuna4BB,1,2,3,1,3,1
174,cheesewax5,2,1,2,1,3,0
175,woodcube1,1,1,2,1,5,1
176,salmon3,1,1,4,1,2,1
177,jade13,2,4,2,2,5,1
178,sulfursoap2,2,3,4,1,3,1
179,fluorite4,2,2,3,2,3,0
180,sponge1,1,1,4,1,3,0
181,urethane1,1,1,2,1,5,1
182,resincube1,3,3,3,1,2,0
183,cheese16,1,2,4,1,3,1
184,beeswax1,2,2,3,1,2,1
185,cheese8,1,2,3,1,2,1
186,orangewedge1,3,4,5,1,2,0
187,pomegranate2,1,3,5,1,2,1
188,fishmeat5,2,2,5,1,2,0
189,glasschess2,2,3,3,1,3,0
190,rmeat3BB,1,1,5,1,2,1
191,sugarcube5,2,2,3,1,3,0
192,waxcube1,2,2,2,1,3,1
193,beewax6,2,2,2,1,3,1
194,meat5BB,2,4,2,1,3,0
195,sugarcube2,2,1,2,1,4,0
196,dougao1,1,3,4,1,2,1
197,mochi8,2,2,2,1,3,0
198,GlycerinSoap2,2,3,3,1,2,0
199,limesoap1,1,2,3,1,2,1
200,meat3BB,2,2,5,1,2,1
201,copper3,1,2,2,1,3,1
202,glycerin6,2,3,4,1,2,0
203,egg5,2,3,2,1,4,0
204,beeswax3,1,2,2,1,4,1
205,wax4BB,3,4,3,1,3,0
206,tofu3,1,2,6,1,1,1
207,kiwi2,2,4,5,1,2,0
208,bread2,3,1,6,1,1,0
209,JellyMooncake5,2,4,2,1,3,0
210,seashell4,1,3,3,1,2,1
211,clay12,1,2,3,1,4,1
212,crystal3,2,3,2,1,3,0
213,watermelonchunk2,2,2,4,1,2,0
214,butter4,2,2,4,1,2,1
215,icecream5,1,1,6,1,1,1
216,dougao4,2,2,5,1,2,0
217,cheese14,2,2,4,1,2,1
218,brick12,1,1,2,1,3,1
219,honey1,2,4,3,1,3,1
220,quartz80,2,2,3,1,3,0
221,botryoidal1,2,3,3,1,2,0
222,rockcandy1,5,4,3,1,3,0
223,mochi1,2,3,3,1,2,0
224,wax3,2,2,3,1,2,0
225,cantaloupe3,2,3,5,1,2,0
226,spinach3,4,2,6,1,1,0
227,peeledlemon2,3,3,4,1,2,0
228,bowl6,1,3,3,1,3,1
229,strand1,2,1,6,1,1,1
230,metal13,5,4,3,1,2,0
231,mangojelly1,2,2,3,1,2,0
232,peeledlemon5,3,3,5,1,2,0
233,fluorite7,3,3,3,1,3,0
234,greenston2,3,4,2,1,3,0
235,cucumberslice2,2,3,4,1,2,0
236,PearlOnion3,2,4,5,1,2,1
237,onion4,2,2,5,1,2,1
238,pomegranate1,3,4,3,1,3,0
239,stickytoy1,2,4,3,1,3,0
240,fluorite6,2,2,2,1,4,0
241,cheese3,2,2,3,1,3,1
242,tofu5,1,3,5,1,2,1
243,cookie3,1,2,5,1,2,1
244,pineapple2,2,2,3,1,2,0
245,strawberry2,2,3,5,1,2,0
246,cookie2,1,2,5,1,2,1
247,grapefruit4,2,4,5,1,2,0
248,plastic1BB,1,2,5,1,2,1
249,fudge2,1,3,4,1,2,1
250,DriedCantaloupe3,2,3,3,1,3,0
251,soywax4,1,2,3,1,2,1
252,chocolate13,1,3,4,1,2,1
253,meat4BB,1,3,4,1,2,1
254,granite2,2,2,2,1,4,1
255,rockcandy2,3,3,2,1,4,0
