,image_name,see_throughness,glossiness,softness,glow,density,label
207,kiwi2,2,4,6,1,2,1
208,bread2,4,1,6,1,1,1
209,JellyMooncake5,4,5,5,1,2,0
210,seashell4,1,2,2,1,5,1
211,clay12,1,1,4,1,4,1
212,crystal3,4,4,1,2,5,0
213,watermelonchunk2,1,1,2,1,4,1
214,butter4,1,2,4,1,3,1
215,icecream5,1,1,6,1,1,1
216,dougao4,2,3,5,1,2,0
217,cheese14,2,1,4,1,4,1
218,brick12,1,1,2,1,5,1
219,honey1,4,3,5,1,2,0
220,quartz80,4,4,2,1,5,0
221,botryoidal1,5,3,3,1,4,0
222,rockcandy1,6,5,1,3,5,0
223,mochi1,4,3,2,1,4,1
224,wax3,3,3,3,1,4,0
225,cantaloupe3,2,3,6,2,3,1
226,spinach3,6,2,6,2,1,1
227,peeledlemon2,4,2,6,2,2,0
228,bowl6,3,4,3,1,1,1
229,strand1,3,1,5,1,1,1
230,metal13,1,5,1,1,6,1
231,mangojelly1,4,3,1,1,5,0
232,peeledlemon5,4,4,6,1,2,0
233,fluorite7,3,5,2,1,5,1
234,greenston2,4,5,1,3,5,0
235,cucumberslice2,3,4,5,1,3,0
236,PearlOnion3,3,4,3,2,3,1
237,onion4,5,3,4,1,3,1
238,pomegranate1,4,4,4,3,2,0
239,stickytoy1,2,4,3,2,3,0
240,fluorite6,5,4,1,3,5,0
241,cheese3,3,4,5,3,2,0
242,tofu5,1,3,6,1,2,1
243,cookie3,1,1,6,2,1,1
244,pineapple2,3,3,6,3,2,0
245,strawberry2,2,4,6,2,2,0
246,cookie2,1,1,4,1,1,1
247,grapefruit4,4,5,6,3,2,0
248,plastic1BB,5,4,6,4,1,0
249,fudge2,1,3,6,2,1,1
250,DriedCantaloupe3,3,4,2,2,3,0
251,soywax4,1,2,3,3,4,1
252,chocolate13,1,1,4,1,3,1
253,meat4BB,1,3,5,1,3,0
254,granite2,1,1,1,1,6,1
255,rockcandy2,6,5,1,4,5,0
256,cup14BB,3,1,6,1,1,1
257,jello5,3,5,6,3,2,0
258,greenstone1,3,6,2,1,5,0
259,soap8,4,4,2,2,5,0
260,fudge5,1,1,5,1,2,0
261,DragonfruitJelly1,4,5,5,3,3,0
262,choppedpotato2,2,2,4,1,3,1
263,pickleslice1,4,4,4,3,2,0
264,Angel3,5,4,1,2,5,0
265,palmivory1,2,5,1,2,5,1
266,rubber7,2,1,6,1,1,1
267,bluefluorite1,5,4,1,3,5,0
268,orange7,4,3,5,2,2,0
269,quartz54,5,3,1,3,5,0
270,pearl1,3,3,2,4,3,1
271,limeslice1,4,4,6,2,2,0
272,peeledorange1,3,2,6,1,2,0
273,cup4BB,1,5,2,1,5,1
274,glycerin5,4,4,2,2,2,0
275,frostedglass1,6,4,3,2,2,0
276,raspberry2,2,3,6,1,2,0
277,sponge2,3,1,6,1,1,1
278,caramelcandy3,1,5,2,1,2,1
279,strawberry1,2,3,6,1,2,0
280,chickennugget3,1,1,2,1,5,1
281,tofu11,1,5,2,1,4,1
282,Scallops2,2,4,5,1,3,0
283,plastic6BB,4,3,5,2,2,0
284,tooth3,3,4,2,2,4,0
285,butter2,1,3,5,1,3,1
286,waffle3,3,1,6,1,1,1
287,jello1,1,2,4,1,4,1
288,limeslice6,4,4,6,2,2,0
289,stone1,1,1,2,1,5,1
290,plastic7BB,4,3,4,3,3,0
291,chalk1,1,1,3,1,3,1
292,cheese11,1,2,5,1,3,1
293,steel3,1,6,1,1,6,0
294,Scallops4,2,4,5,2,3,0
295,persimmon2,3,4,2,1,5,1
296,chalk3,1,1,5,1,2,1
297,botryoidal2,3,3,2,1,4,0
298,colorsoap1,6,4,2,1,2,1
299,gummi29,6,4,6,4,2,0
