,image_name,see_throughness,glossiness,softness,glow,density,label
132,mantou1,2,2,5,2,2,1
133,fudge4,2,2,4,2,2,1
134,raspberry3,3,4,5,3,2,0
135,butter1,2,2,5,2,3,1
136,tofu2,2,4,6,2,2,1
137,hamslice2,2,3,4,1,3,1
138,bearBB,5,6,6,3,2,0
139,cheesewax4,1,2,5,1,3,1
140,avacado6,1,2,5,1,3,1
141,ivory2,1,2,1,1,6,1
142,jello2,5,6,6,4,2,0
143,quartz64,1,4,1,2,5,0
144,turnipslice1,1,1,5,1,3,1
145,pot3,1,1,1,1,5,1
146,palmivory3,2,3,5,2,3,0
147,soap3BB,2,2,4,2,3,1
148,clay11,2,2,4,2,4,1
149,whitejade3,2,4,2,2,5,0
150,beewax7,1,4,5,2,2,0
151,jade12,2,5,1,2,5,1
152,mangojelly3,4,4,5,3,2,0
153,marble1,1,5,2,2,5,0
154,glasschess3,6,6,1,4,5,0
155,jade5BB,4,5,2,3,5,0
156,beewax9,1,2,5,2,2,1
157,cheese12,1,2,5,1,3,1
158,seashell6,1,1,1,1,4,1
159,bowl1,1,4,2,2,5,1
160,tofu7,2,4,5,2,3,1
161,cheesecake4,2,2,4,2,2,1
162,peeledpumkin2,2,5,4,2,3,0
163,beewax4,1,1,3,1,3,1
164,metal17,1,5,1,1,5,1
165,icecream1,1,2,1,1,5,1
166,fishmeat1,2,3,3,2,2,1
167,PinkWax2,3,4,2,3,5,0
168,honeycandy2,3,4,2,3,3,0
169,metal8,1,2,1,1,4,1
170,pearl4,2,4,2,3,4,0
171,fluorite2,4,5,2,4,5,0
172,sulfursoap1,2,2,2,2,4,0
173,tuna4BB,1,2,4,1,3,1
174,cheesewax5,2,2,3,2,4,0
175,woodcube1,1,1,2,1,5,1
176,salmon3,2,3,4,2,3,1
177,jade13,3,5,2,3,4,0
178,sulfursoap2,2,2,4,3,3,1
179,fluorite4,3,2,2,3,4,0
180,sponge1,1,1,4,4,1,1
181,urethane1,1,2,3,4,2,1
182,resincube1,4,5,3,5,2,0
183,cheese16,2,2,5,3,2,1
184,beeswax1,2,2,3,3,2,1
185,cheese8,2,2,4,3,2,1
186,orangewedge1,5,5,5,6,2,0
187,pomegranate2,2,4,4,4,2,0
188,fishmeat5,2,3,4,3,3,1
189,glasschess2,3,2,2,4,5,0
190,rmeat3BB,1,2,4,2,4,1
191,sugarcube5,2,3,3,3,3,1
192,waxcube1,2,2,3,3,3,0
193,beewax6,2,2,3,3,2,1
194,meat5BB,2,5,4,3,3,0
195,sugarcube2,2,3,2,2,5,1
196,dougao1,2,4,6,3,2,0
197,mochi8,1,3,4,3,2,0
198,GlycerinSoap2,3,3,4,4,2,1
199,limesoap1,2,2,5,4,2,1
200,meat3BB,2,4,4,3,3,0
201,copper3,1,3,1,2,5,1
202,glycerin6,4,5,2,5,3,0
203,egg5,2,5,5,3,2,0
204,beeswax3,2,4,3,3,3,0
205,wax4BB,4,5,5,4,2,0
206,tofu3,1,1,6,1,3,1
207,kiwi2,2,3,4,3,3,0
208,bread2,2,1,5,2,2,1
209,JellyMooncake5,3,5,4,4,3,0
210,seashell4,1,2,2,2,4,1
211,clay12,1,1,4,2,3,1
212,crystal3,3,4,2,4,4,0
213,watermelonchunk2,3,4,4,2,3,1
214,butter4,2,3,5,2,3,1
215,icecream5,1,1,6,2,3,1
216,dougao4,2,4,5,2,3,0
217,cheese14,2,2,4,2,3,1
218,brick12,1,2,3,2,3,1
219,honey1,2,4,4,3,3,0
220,quartz80,3,4,4,4,3,1
221,botryoidal1,3,3,3,3,3,0
222,rockcandy1,5,5,2,5,5,0
223,mochi1,2,2,2,2,4,0
224,wax3,3,2,4,3,3,0
225,cantaloupe3,2,4,4,3,3,1
226,spinach3,2,3,4,2,1,1
227,peeledlemon2,3,2,4,3,2,0
228,bowl6,1,3,2,2,2,1
229,strand1,1,1,3,2,2,1
230,metal13,2,5,2,2,5,1
231,mangojelly1,3,3,4,3,2,0
232,peeledlemon5,3,4,4,4,2,0
233,fluorite7,2,5,5,3,2,0
234,greenston2,4,5,2,4,5,0
235,cucumberslice2,2,3,4,2,2,0
236,PearlOnion3,2,4,5,3,2,0
237,onion4,3,2,3,3,2,1
238,pomegranate1,3,4,4,3,2,0
239,stickytoy1,3,4,4,3,3,0
240,fluorite6,4,5,1,4,4,0
241,cheese3,2,2,4,2,2,0
242,tofu5,2,5,6,3,2,1
243,cookie3,2,2,4,3,2,1
244,pineapple2,3,3,4,2,2,0
245,strawberry2,2,4,3,4,3,1
246,cookie2,1,1,3,2,3,1
247,grapefruit4,2,5,5,4,2,0
248,plastic1BB,2,4,4,3,3,1
249,fudge2,2,3,5,3,2,0
250,DriedCantaloupe3,3,4,4,4,2,0
251,soywax4,2,2,4,3,2,1
252,chocolate13,1,3,4,1,2,1
253,meat4BB,2,4,4,2,3,0
254,granite2,1,2,2,2,5,1
255,rockcandy2,4,5,1,4,5,0
256,cup14BB,1,1,3,1,1,1
257,jello5,2,4,4,2,3,0
258,greenstone1,2,4,4,3,3,0
259,soap8,3,4,3,3,2,0
260,fudge5,2,2,4,2,2,1
261,DragonfruitJelly1,3,5,5,4,2,0
262,choppedpotato2,2,2,4,2,2,1
263,pickleslice1,3,3,4,3,2,0
264,Angel3,3,5,2,4,4,0
265,palmivory1,2,5,1,3,4,0
266,rubber7,1,1,2,2,4,1
267,bluefluorite1,2,4,2,4,4,0
268,orange7,3,4,4,3,2,0
269,quartz54,2,4,3,4,3,0
270,pearl1,2,4,3,3,3,0
271,limeslice1,2,4,3,3,3,0
272,peeledorange1,2,2,4,3,2,0
273,cup4BB,1,4,2,1,5,1
274,glycerin5,4,5,3,3,2,0
275,frostedglass1,2,2,6,3,1,1
276,raspberry2,2,4,4,4,2,0
277,sponge2,2,1,5,2,1,1
278,caramelcandy3,2,4,4,4,1,0
279,strawberry1,2,2,4,2,3,1
280,chickennugget3,2,2,3,2,3,1
281,tofu11,2,4,5,3,3,1
282,Scallops2,2,4,5,4,3,1
283,plastic6BB,3,5,5,4,3,0
284,tooth3,2,5,5,4,3,0
285,butter2,2,4,5,3,3,1
286,waffle3,1,1,4,2,3,1
287,jello1,1,2,4,3,3,1
288,limeslice6,3,4,4,4,2,0
289,stone1,3,2,1,4,5,1
290,plastic7BB,4,4,2,4,4,0
291,chalk1,1,1,2,2,5,1
292,cheese11,2,2,4,2,3,1
293,steel3,1,4,1,2,5,1
294,Scallops4,2,4,4,3,3,1
295,persimmon2,2,4,3,3,3,0
296,chalk3,1,2,4,2,1,1
297,botryoidal2,3,5,4,3,4,0
298,colorsoap1,1,2,2,2,5,1
299,gummi29,2,5,5,4,3,0
