,image_name,see_throughness,glossiness,softness,glow,density,label
147,soap3BB,4,4,3,4,5,1
148,clay11,1,1,1,1,5,1
149,whitejade3,5,5,1,4,4,0
150,beewax7,1,3,2,2,4,1
151,jade12,5,5,2,5,4,0
152,mangojelly3,4,2,4,4,3,0
153,marble1,2,6,1,6,4,0
154,glasschess3,6,6,1,5,3,0
155,jade5BB,4,5,1,4,4,0
156,beewax9,3,3,3,4,4,0
157,cheese12,1,3,3,2,3,1
158,seashell6,1,1,1,2,5,1
159,bowl1,3,5,1,4,4,0
160,tofu7,3,4,5,3,3,1
161,cheesecake4,2,3,3,3,2,1
162,peeledpumkin2,4,5,6,3,4,1
163,beewax4,2,1,3,3,4,1
164,metal17,1,6,1,6,6,1
165,icecream1,2,5,5,4,4,1
166,fishmeat1,4,5,5,3,4,1
167,PinkWax2,3,4,3,4,3,0
168,honeycandy2,4,3,3,3,3,1
169,metal8,5,5,2,5,4,0
170,pearl4,3,6,2,6,5,0
171,fluorite2,5,5,2,5,4,0
172,sulfursoap1,3,5,3,4,4,1
173,tuna4BB,4,4,5,4,4,0
174,cheesewax5,5,5,4,5,5,1
175,woodcube1,1,1,1,1,3,1
176,salmon3,4,5,4,4,3,1
177,jade13,3,5,2,6,5,0
178,sulfursoap2,2,5,3,4,4,1
179,fluorite4,5,5,2,5,5,0
180,sponge1,2,1,6,2,3,1
181,urethane1,3,3,3,3,3,1
182,resincube1,2,5,2,4,4,0
183,cheese16,1,1,1,2,5,1
184,beeswax1,2,2,2,3,4,1
185,cheese8,1,1,4,4,4,1
186,orangewedge1,5,5,5,5,2,0
187,pomegranate2,5,5,5,5,2,0
188,fishmeat5,5,5,5,5,2,0
189,glasschess2,5,2,1,6,4,0
190,rmeat3BB,1,1,4,4,4,1
191,sugarcube5,2,3,3,3,3,0
192,waxcube1,2,2,3,4,4,1
193,beewax6,1,1,1,1,5,1
194,meat5BB,4,6,6,6,4,0
195,sugarcube2,1,1,2,2,5,1
196,dougao1,5,5,5,5,3,0
197,mochi8,3,3,4,4,3,1
198,GlycerinSoap2,5,5,2,5,5,0
199,limesoap1,2,4,3,3,4,0
200,meat3BB,3,5,5,5,3,0
201,copper3,1,3,2,4,3,1
202,glycerin6,5,5,2,5,5,0
203,egg5,3,5,3,5,4,0
204,beeswax3,1,1,1,3,4,1
205,wax4BB,5,5,5,5,4,0
206,tofu3,1,1,1,1,6,0
207,kiwi2,3,5,5,5,4,1
208,bread2,3,1,5,2,4,1
209,JellyMooncake5,4,4,4,6,4,0
210,seashell4,2,6,1,5,4,1
211,clay12,1,1,2,2,5,1
212,crystal3,5,5,2,5,4,0
213,watermelonchunk2,3,4,3,4,3,0
214,butter4,1,3,3,3,3,1
215,icecream5,2,2,5,3,3,1
216,dougao4,4,4,4,4,3,0
217,cheese14,3,3,4,3,3,1
218,brick12,2,2,2,1,6,1
219,honey1,2,4,2,5,3,0
220,quartz80,5,5,2,5,4,0
221,botryoidal1,5,5,1,6,4,0
222,rockcandy1,5,5,3,5,4,0
223,mochi1,4,3,1,3,5,0
224,wax3,4,4,3,4,4,1
225,cantaloupe3,5,5,5,5,3,0
226,spinach3,5,4,6,4,2,0
227,peeledlemon2,4,2,5,2,4,0
228,bowl6,1,6,1,5,5,0
229,strand1,2,1,5,1,3,1
230,metal13,3,5,3,5,3,0
231,mangojelly1,5,4,3,4,3,1
232,peeledlemon5,4,5,5,5,3,0
233,fluorite7,5,5,1,6,5,1
234,greenston2,5,5,2,5,5,0
235,cucumberslice2,4,4,4,4,3,0
236,PearlOnion3,5,5,2,5,5,0
237,onion4,4,4,4,4,3,1
238,pomegranate1,5,5,4,5,3,0
239,stickytoy1,4,5,1,5,3,1
240,fluorite6,5,5,2,5,5,0
241,cheese3,3,5,3,5,3,1
242,tofu5,1,6,5,5,3,1
243,cookie3,2,4,3,5,4,1
244,pineapple2,4,5,5,5,4,0
245,strawberry2,4,5,6,4,4,1
246,cookie2,1,1,2,3,5,1
247,grapefruit4,3,6,5,4,4,0
248,plastic1BB,5,5,1,5,5,0
249,fudge2,1,6,5,4,4,0
250,DriedCantaloupe3,2,5,5,5,3,0
251,soywax4,2,1,2,3,5,1
252,chocolate13,3,1,1,1,5,1
253,meat4BB,3,5,5,5,4,0
254,granite2,1,3,1,3,5,1
255,rockcandy2,5,5,1,5,5,0
256,cup14BB,4,4,5,4,3,1
257,jello5,4,6,5,5,4,1
258,greenstone1,4,5,1,5,5,0
259,soap8,4,5,1,5,5,0
260,fudge5,1,1,3,4,3,1
261,DragonfruitJelly1,3,6,5,6,2,0
262,choppedpotato2,3,5,3,4,3,1
263,pickleslice1,5,5,5,5,3,0
264,Angel3,5,5,1,5,3,0
265,palmivory1,2,5,1,6,5,0
266,rubber7,2,1,5,2,2,1
267,bluefluorite1,4,4,1,4,5,0
268,orange7,5,5,5,5,2,0
269,quartz54,5,5,1,4,4,0
270,pearl1,4,5,1,6,4,0
271,limeslice1,4,5,5,5,3,1
272,peeledorange1,3,5,5,3,4,0
273,cup4BB,2,6,1,4,4,1
274,glycerin5,4,5,1,4,4,0
275,frostedglass1,5,5,2,4,4,0
276,raspberry2,5,5,6,4,3,0
277,sponge2,3,1,4,3,3,1
278,caramelcandy3,2,5,5,5,3,1
279,strawberry1,4,4,5,4,3,0
280,chickennugget3,2,2,2,4,5,1
281,tofu11,3,6,6,6,4,0
282,Scallops2,3,5,5,5,4,0
283,plastic6BB,5,5,5,5,3,0
284,tooth3,4,5,5,5,3,0
285,butter2,2,2,4,4,4,1
286,waffle3,2,3,3,3,3,1
287,jello1,3,2,2,2,5,1
288,limeslice6,4,5,5,5,4,1
289,stone1,3,3,1,2,5,0
290,plastic7BB,5,5,5,5,4,0
291,chalk1,1,1,1,2,2,1
292,cheese11,1,1,5,2,4,1
293,steel3,1,6,1,6,6,0
294,Scallops4,4,5,5,5,3,0
295,persimmon2,3,5,4,4,3,1
296,chalk3,1,1,2,1,5,1
297,botryoidal2,4,4,1,4,5,0
298,colorsoap1,4,4,1,4,5,0
299,gummi29,4,4,4,4,3,0
