,image_name,see_throughness,glossiness,softness,glow,density,label
267,bluefluorite1,2,4,1,5,5,0
268,orange7,2,2,6,5,3,0
269,quartz54,2,2,1,3,6,0
270,pearl1,2,5,1,1,6,0
271,limeslice1,2,5,5,2,3,1
272,peeledorange1,1,1,6,4,5,1
273,cup4BB,1,4,1,1,6,1
274,glycerin5,3,5,1,3,5,0
275,frostedglass1,2,2,1,3,5,0
276,raspberry2,1,5,6,3,4,0
277,sponge2,1,1,6,1,3,1
278,caramelcandy3,1,6,4,2,5,1
279,strawberry1,1,1,4,2,3,1
280,chickennugget3,1,1,1,1,6,1
281,tofu11,1,5,2,1,6,1
282,Scallops2,1,2,5,1,4,1
283,plastic6BB,3,2,3,6,3,0
284,tooth3,1,6,5,1,5,1
285,butter2,1,2,1,1,6,1
286,waffle3,1,1,3,1,4,1
287,jello1,1,1,2,1,6,1
288,limeslice6,2,3,4,4,2,0
289,stone1,1,2,1,2,6,1
290,plastic7BB,2,5,2,6,5,0
291,chalk1,1,1,1,1,5,1
292,cheese11,1,1,4,1,4,1
293,steel3,1,6,1,1,6,1
294,Scallops4,1,5,6,2,3,1
295,persimmon2,1,5,6,4,3,1
296,chalk3,1,1,1,1,4,1
297,botryoidal2,2,4,2,5,4,0
298,colorsoap1,3,4,1,5,4,0
299,gummi29,2,5,4,3,4,0
